"Key"	"English"	"Japanese"	"French"	"Spanish"	"German"	"Italian"
"pokestop_disk_error_out_of_range"	"You are out of range of the PokéStop."	"ポケストップが遠すぎます"	"Tu es trop loin du PokéStop."	"¡Demasiado lejos!"	"Du bist zu weit vom PokéStop vom entfernt!"	"È troppo distante!"
"pokemon_favorite_error"	"Failed to add Pokémon to your favorites."	"お気に入りマークを付けられませんでした"	"Le Pokémon n’a pas été ajouté à tes favoris."	"El Pokémon no se ha podido añadir a tus favoritos."	"Pokémon konnte nicht zu Favoriten hinzugefügt werden."	"Impossibile aggiungere questo Pokémon ai tuoi preferiti."
"pokemon_unfavorite_error"	"Failed to remove Pokémon from your favorites."	"お気に入りマークの取り消しに失敗しました"	"Le Pokémon n’a pas été retiré de tes favoris."	"El Pokémon no se ha podido eliminar de tus favoritos."	"Pokémon konnte nicht aus Favoriten entfernt werden."	"Impossibile rimuovere questo Pokémon dai tuoi preferiti."
"defender_bonus_header"	"Trainer has {0} Pokémon assigned."	"ジムに {0} 匹配置しています "	"Tu as assigné {0} Pokémon."	"Pokémon asignados: {0}"	"Der Trainer hat {0} Pokémon zugewiesen."	"Pokémon assegnati a una Palestra: {0}"
"defender_bonus_title"	"Defender Bonus"	"ジム防衛ボーナス"	"Bonus Défenseur"	"Bonus de defensor"	"Verteidiger-Bonus"	"Bonus difesa"
"defender_bonus_timer"	"Collect in {0}"	"次のボーナスまで {0}"	"Disponible dans {0}"	"Disponible en {0}"	"Erhältlich in {0}"	"Disponibile tra {0}"
"defender_bonus_collect_now"	"Collect now!"	"ボーナスをチェック！"	"Disponible maintenant !"	"¡Ya disponible!"	"Jetzt erhältlich!"	"Disponibile ora!"
"defender_bonus_nothing_deployed"	"You need to assign a Pokémon to a Gym to be eligible for a Defender bonus."	"ジムにポケモンを配置するともらえるボーナスです"	"Tu dois assigner un Pokémon à une Arène pour recevoir un Bonus Défenseur."	"Tienes que asignar un Pokémon a un Gimnasio para poder recibir un bonus de defensor."	"Du musst ein Pokémon einer Arena zuweisen, um einen Verteidiger-Bonus erhalten zu können."	"Per ricevere un bonus difesa devi assegnare almeno un Pokémon a una Palestra."
"first_time_ar_mode_prompt_title"	"Use your camera to find Pokémon in the real world!"	"現実世界を背景にしてみましょう！"	"Utilise ton appareil photo pour trouver des Pokémon dans le monde réel."	"¡Usa tu cámara para encontrar Pokémon en el mundo real!"	"Nutze deine Kamera, um Pokémon in der echten Welt zu finden! "	"Usa la tua fotocamera per trovare Pokémon nel mondo reale!"
"first_time_ar_mode_prompt_description"	"Try it out. You can turn it off with the AR button anytime."	"使ってみましょう。ARボタンからオフにすることもできます。"	"Essaye ! Tu peux l’arrêter en touchant le bouton RA."	"¡Haz una prueba! Puedes apagarla en cualquier momento con el botón de RA."	"Versuch's mal. Du kannst sie jederzeit wieder ausschalten."	"Provaci subito! Puoi sempre disattivare la fotocamera in seguito con il pulsante AR."
"first_time_ar_mode_prompt_ar_on_btn"	"Yes, camera on!"	"はい"	"Oui, active l'appareil photo."	"¡Genial! ¡Cámara encendida!"	"Ja, Kamera an!"	"Attiva la fotocamera!"
"first_time_ar_mode_prompt_ar_off_btn"	"Maybe later"	"あとで試す"	"Plus tard"	"Quizás más tarde..."	"Vielleicht später"	"Forse più tardi."
"nickname_set_nickname"	"Set Nickname"	"ニックネームをつける"	"Entre un surnom"	"¡Ponle un mote!"	"Spitznamen eingeben"	"Imposta soprannome"
"battle_no_pokemon_left"	"No Pokémon Left"	"戦えるポケモンがいません"	"Il ne te reste plus de Pokémon"	"No quedan Pokémon."	"Keine Pokémon mehr"	"Non hai più Pokémon disponibili per lottare."
"battle_round_number"	"Battle {0}"	"BATTLE {0}"	"Combats {0}"	"Combate {0}"	"{0}. Kampf"	"Sfida {0}"
"battle_round_victory"	"Victory!"	"WIN !"	"Victoire !"	"¡Victoria!"	"Gewonnen!"	"Vittoria!"
"battle_special_toast"	"{0} used {1}!"	"{0} は{1} を使った！"	"{0} utilise {1} !"	"¡{0} ha usado {1}!"	"{0} hat {1} eingesetzt!"	"{0} usa {1}!"
"battle_surrender_confirmation"	"Are you sure you want to give up?"	"本当に降参しますか？"	"Veux-tu vraiment abandonner ?"	"¿Seguro que te quieres rendir?"	"Möchtest du wirlich aufgeben?"	"Vuoi davvero arrenderti?"
"pgp_unpaired"	"Pokémon GO Plus unpaired."	"Pokémon GO Plus ペアリング解除"	"Le Pokémon GO Plus est dissocié."	"Pokémon GO Plus no emparejado."	"Pokémon GO Plus entkoppelt."	"Pokémon GO Plus non collegato."
"pgp_connection_lost"	"Connection lost. Click to reconnect."	"接続が切れています。ボタンをクリックして再接続。"	"Connexion interrompue. Clique ici pour te reconnecter."	"Se ha perdido la conexión. Haz clic para conectar de nuevo."	"Verbindung verloren. Drücke den Knopf, um sie wiederherzustellen."	"Connessione perduta. Clicca per riconnetterti."
"pgp_click_to_connect"	"To connect, click the button on the Pokémon GO Plus."	"Pokémon GO Plus 本体のボタンを押して接続してください"	"Clique sur le bouton du Pokémon GO Plus pour te connecter."	"Para conectar, haz clic en el botón de Pokémon GO Plus."	"Drücke den Knopf auf dem Pokémon GO Plus, um die Verbindung herzustellen."	"Per connetterti, clicca il pulsante sul Pokémon GO Plus."
"pgp_connected"	"Connected to Pokémon GO Plus."	"Pokémon GO Plus に接続しました"	"Connecté au Pokémon GO Plus."	"Conexión establecida correctamente con Pokémon GO Plus."	"Verbindung zu Pokémon GO Plus erfolgreich."	"Il collegamento al Pokémon GO Plus è riuscito."
"pgp_log_dowser_start"	"Started tracking for {0}."	"{0} 捜索を開始"	"Début du suivi de {0}."	"Ha comenzado el seguimiento para {0}."	"Suche nach {0} begonnen."	"Sei sulle tracce di {0}."
"pgp_log_dowser_lost"	"Tracking failed; lost {0}."	"{0} 捜索に失敗"	"Échec du suivi. {0} a été perdu."	"No se ha podido realizar el seguimiento. Se ha perdido {0}."	"Suche fehlgeschlagen; {0} verloren."	"Hai perso le tracce di {0}."
"pgp_log_dowser_stop"	"Stopped tracking for {0}."	"{0} 捜索を終了"	"Arrêt du suivi de {0}."	"Ha terminado el seguimiento para {0}."	"Suche nach {0} abgebrochen."	"Non sei più sulle tracce di {0}."
"pgp_log_received_items"	"Received {0} items from PokéStop {1}."	"{1} ポケストップで道具を {0} 個手に入れた！"	"Reçu {0} objets du PokéStop {1}."	"Objetos recibidos de Poképarada {1}: {0}"	"{0} Items von PokéStop {1} erhalten."	"Hai ricevuto {0} strumenti dal Pokéstop {1}."
"pgp_log_pokemon_caught"	"{0} was caught!"	"{0} を捕まえた！"	"{0} a été attrapé."	"¡{0} ha sido atrapado!"	"{0} wurde gefangen!"	"Hai catturato {0}!"
"pgp_log_pokemon_fled"	"{0} ran away."	"{0} に逃げられた"	"{0} s’est échappé."	"¡{0} ha huido!"	"{0} ist geflüchtet."	"{0} è scappato!"
"pgp_low_battery"	"Pokémon GO Plus device battery is low."	"Pokémon GO Plus の電池残量が少なくなっています"	"La batterie de ton Pokémon GO Plus est faible."	"La batería de Pokémon GO Plus está baja."	"Die Batterie des Pokémon GO Plus ist schwach."	"La batteria del dispositivo Pokémon GO Plus si sta scaricando."
"pgp_bluetooth_is_off"	"Bluetooth is off. Please turn it on in your device's settings menu."	"Bluetooth がオフになっています。スマートフォン本体の設定でオンにしてください。"	"Bluetooth est désactivé. Active-le dans les paramètres de ton téléphone."	"Bluetooth está desactivado. Actívalo en el menú de configuración de tu dispositivo."	"Bluetooth ist deaktiviert. Aktiviere es in den Einstellungen deines Geräts."	"Il Bluetooth è disattivato. Attivalo dalle impostazioni del tuo dispositivo."
"activity_log_title"	"Journal"	"ぼうけんノート"	"Journal"	"Diario"	"Tagebuch"	"Diario"
"activity_log_clear"	"Clear the activity log"	"ログをクリア"	"Effacer le journal des activités"	"Borrar registro de actividad"	"Aktivitätslog löschen"	"Cancella il registro attività."
"activity_log_clear_confirmation"	"Do you want to clear the activity log? This operation cannot be cancelled."	"ログをクリアしますか？クリアしたログは元に戻せません"	"Veux-tu effacer le journal des activités ? Ceci ne peut pas être annulé."	"¿Quieres borrar el registro de actividad? Esta operación no se puede cancelar."	"Möchtest du das Aktivitätslog löschen? Dieser Vorgang kann nicht abgebrochen werden."	"Vuoi davvero cancellare il tuo registro attività? Questa operazione non può essere annullata."
"activity_log_show_more"	"More"	"もっと見る"	"Plus"	"Más"	"Mehr"	"Altro"
"activity_log_remove"	"Remove"	"消去"	"Supprimer"	"Eliminar"	"Entfernen"	"Cancella"
"activity_log_remove_confirmation"	"Do you want to remove this entry?"	"この項目を消去しますか？"	"Veux-tu supprimer cette entrée ?"	"¿Quieres eliminar esta entrada?"	"Möchtest du diesen Eintrag entfernen?"	"Vuoi cancellare questa voce?"
"pgp_weak_signal"	"Weak signal. Get closer to the device."	"通信電波が弱くなっています。スマートデバイスとPokémon GO Plusを近づけてください"	"Signal faible. Approche-toi de l’appareil."	"Señal débil. Acércate al dispositivo."	"Das Signal ist schwach. Tritt näher an das Gerät."	"Il segnale è debole. Avvicinati al dispositivo."
"pgp_install_pgp_app"	"Install the Pokémon GO Plus app."	"Pokémon GO Plus 接続用アプリをインストールしてください"	"Installe l’application du Pokémon GO Plus."	"Instala la aplicación de Pokémon GO Plus."	"Installiere die Pokémon GO Plus App."	"Installa la app del Pokémon GO Plus."
"pgp_connected"	"Successfully connected to Pokémon GO Plus."	"Pokémon GO Plus に接続しました"	"Connecté au Pokémon GO Plus."	"Conexión establecida correctamente con Pokémon GO Plus."	"Verbindung zu Pokémon GO Plus erfolgreich."	"Il collegamento al Pokémon GO Plus è riuscito."
"pgp_error_auth"	"Device authentication failed."	"Pokémon GO Plus の認証ができませんでした"	"Échec de l’authentification de l’appareil."	"Error de autenticación del dispositivo."	"Gerät konnte nicht authentifiziert werden."	"L'autenticazione del dispositivo non è andata a buon fine."
"pgp_error_cannot_connect"	"Failed to connect to the device."	"Pokémon GO に接続できませんでした"	"Échec de la connexion à l’appareil."	"No se ha podido conectar al dispositivo."	"Verbindung zum Gerät fehlgeschlagen."	"Impossibile collegarsi al dispositivo."
"pgp_disconnected"	"Disconnected from Pokémon GO Plus."	"Pokémon GO Plus との接続が切れました。"	"Déconnecté du Pokémon GO Plus."	"Sin conexión con Pokémon GO Plus."	"Verbindung zu Pokémon GO Plus getrennt."	"Il collegamento con il Pokémon GO Plus è stato interrotto."
"pgp_needs_update"	""	""	""	""	""	""
"pgp_caught_pokemon"	"You caught a Pokémon."	"ポケモンを捕まえた！"	"Tu as attrapé un Pokémon."	"Has capturado un Pokémon."	"Du hast ein Pokémon gefangen."	"Hai catturato un Pokémon."
"pgp_retrieved_no_items"	"You did not get any items from the PokéStop."	"ポケストップから道具を手に入れられませんでした"	"Tu n’as reçu aucun objet de ce PokéStop."	"No has recibido ningún objeto de la Poképarada."	"Du hast keine Items vom PokéStop erhalten."	"Non hai ricevuto alcuno strumento dal Pokéstop."
"server_lockout"	"Our servers are humbled by your incredible response.\n\nWe are working to resolve the issue. Please try again soon!"	"たくさんのアクセスをいただき、本当にありがとうございます。ただいま、アクセス集中によりつながりにくくなっています。ご迷惑をおかけしますが、しばらくしてから再度お試しください。"	"Hélas, nos serveurs sont à saturation, merci de réessayer plus tard."	"Estamos experimentando problemas con nuestros servidores. Por favor, vuelve más tarde."	"Serverfehler. Bitte später erneut versuchen."	"Si è verificato un problema con i nostri server. Riprova più tardi."
"field_test_lockout"	"Thank you for field-testing Pokémon GO!\nWe will be back soon!"	"フィールドテストご参加ありがとうございました！\nまたすぐお会いしましょう！"	"Merci d’avoir participé au test de Pokémon GO.\nNous reviendrons bientôt."	"¡Gracias por realizar pruebas de campo de Pokémon GO!\n¡Hasta pronto!"	"Vielen Dank für deine Teilnahme am Testlauf von Pokémon GO!\nBis bald!"	"Grazie per aver partecipato al test sul campo\ndi Pokémon GO. A presto!"
"ar_encounter_no_gyro_err"	"We're not detecting your phone's orientation. Would you like to turn off AR mode?"	"傾きが検知できません。AR をオフにしますか？"	"Nous ne pouvons pas détecter l’orientation de ton téléphone. Veux-tu désactiver le mode RA ?"	"No se detecta la orientación de tu teléfono. ¿Quieres desactivar el modo de RA?"	"Wir können die Orientierung deines Handys nicht ermitteln. Möchtest du den AR-Modus ausschalten?"	"Pokémon GO non riesce a rilevare l'orientamento del tuo telefono. Vuoi disattivare la modalità AR?"
"ar_encounter"	"AR"	"AR"	"RA"	"RA"	"AR"	"AR"
"first_time_walk_title"	"Time to walk!"	"さぁ 歩きだそう！"	"Un peu de marche à pied !"	"¡Es hora de caminar!"	"Zeit für einen Spaziergang!"	"In cammino!"
"first_time_walk_description"	"Move in the real world to move your avatar."	"現実の世界を歩くことで、画面の中のトレーナーも歩きだします"	"Déplace-toi dans ton quartier pour voir ton avatar se déplacer."	"Muévete por el mundo real para que tu avatar se mueva."	"Bewege dich in der echten Welt, um deinen Avatar zu bewegen."	"Per spostare il tuo avatar, muoviti nel mondo reale."
"first_time_walk_button"	"Let's GO!"	"Let's GO!"	"À tes marques, prêt, GO !"	"¡Vamos allá!"	"Nichts wie raus und GO!"	"Pronti, partenza... GO!"
"pokemon_nickname_error"	"Please enter a different nickname."	"正しいニックネームを入力してください"	"Choisis un autre nom, s'il te plaît."	"Por favor, ponle otro mote."	"Gib einen anderen Spitznamen ein."	"Inserisci un altro soprannome."
"general_hp"	"HP"	"HP"	"PV"	"PS"	"KP"	"PS"
"general_cp"	"CP"	"CP"	"PC"	"PC"	"WP"	"PL"
"general_xp"	"XP"	"XP"	"PX"	"PX"	"EP"	"PE"
"screen_title_tips"	"Tips"	"ヒント"	"Astuces"	"Consejos"	"Tipps"	"Suggerimenti"
"settings_email_marketing"	"Send Pokémon GO–related events, promotions, offers, and news updates to my email address."	"Pokémon GO に関するニュースや\nプロモーションなどをメールで受け取る。"	"Je souhaite recevoir plus d’infos sur Pokémon GO à mon adresse email."	"Deseo recibir información de eventos, promociones, ofertas y actualizaciones de Pokémon GO en mi correo electrónico. "	"Ich möchte, dass alle <i>Pokémon GO</i>-Infos bezüglich Veranstaltungen, Werbeaktionen, Angebote und neue Updates an meine E-Mail-Adresse verschickt werden. "	"Desidero ricevere aggiornamenti, offerte, promozioni e informazioni sugli eventi collegati a Pokémon GO al mio indirizzo di posta elettronica."
"help_center_link"	"https://support.pokemongo.nianticlabs.com/hc/en-us"	"https://support.pokemongo.nianticlabs.com/hc/ja"	"https://support.pokemongo.nianticlabs.com/hc/fr"	"https://support.pokemongo.nianticlabs.com/hc/es"	"https://support.pokemongo.nianticlabs.com/hc/de"	"https://support.pokemongo.nianticlabs.com/hc/it"
"settings_report_issues"	"Report High-Priority Issue"	"重要な問題を報告"	"Signaler les problèmes"	"Notificar problemas de alta prioridad"	"Vordringliche Fehler melden"	"Segnala problemi gravi"
"report_issues_link"	"https://pokemongo.nianticlabs.com/support/contact/en"	"https://pokemongo.nianticlabs.com/support/contact/ja"	"https://pokemongo.nianticlabs.com/support/contact/fr"	"https://pokemongo.nianticlabs.com/support/contact/es"	"https://pokemongo.nianticlabs.com/support/contact/de"	"https://pokemongo.nianticlabs.com/support/contact/it"
"settings_are_you_sure_report_prompt"	"Do you want to leave the game to report an issue?"	"問題の報告のためにアプリを終了します。よろしいですか？"	"Veux-tu quitter le jeu et signaler un problème ?"	"¿Quieres salir del juego para notificar un problema?"	"Möchtest du das Spiel verlassen, um einen Fehler zu melden?"	"Vuoi abbandonare il gioco per segnalare un problema?"
"authentication_retry_prompt"	"Failed to log in."	"ログインできませんでした"	"Échec de la connexion."	"No se ha podido iniciar sesión."	"Anmeldung fehlgeschlagen."	"Accesso non riuscito."
"authentication_failed_try_again"	"Retry"	"リトライ"	"Réessayer"	"Reintentar"	"Erneut versuchen"	"Riprova"
"authentication_failed_sign_out"	"Try a different account"	"別のアカウントを試す"	"Essaye un autre compte"	"Intentar con otra cuenta"	"Über ein anderes Konto versuchen."	"Prova con un altro account"
"general_attack"	"Attack"	"こうげき"	"Attaque"	"Ataque"	"Angriffs-Wert"	"Attacco"
"general_defense"	"Defense"	"ぼうぎょ"	"Défense"	"Defensa"	"Verteidigungs-Wert"	"Difesa"
"general_stamina"	"HP"	"HP"	"PV"	"Salud"	"KP-Wert"	"PS"
"safety_warning_yes"	"I'm a passenger"	"私は運転者ではありません"	"Je suis passager."	"Soy un pasajero."	"Ich bin Mitfahrer"	"Sono un passeggero."
"codename_warning_message"	"<size=36><b>Do you want to change your nickname?</b></size>\n\nYou can change your nickname only once. It will be displayed to other Trainers, so please choose wisely!"	"<size=36><b>ニックネームを変更しますか？</b></size>\n\n １回だけ変更できます。ニックネームは他のトレーナーからも見られることがあります。よく考えて決めてください。"	"<size=36><b>Veux-tu changer de nom ?</b></size>\n\nTu ne peux le faire qu’une seule fois. Il sera visible par tous les Dresseurs, alors choisis bien !"	"<size=36> <b>¿Quieres cambiar tu apodo?</b></size> \n\nPuedes cambiar tu apodo solo una vez. Podrán verlo otros Entrenadores, así que elige bien."	"<size=36><b>Willst du deinen Spitznamen ändern?</b></size>\n\nDu kannst deinen Spitznamen nur ein Mal ändern. Andere Trainer können ihn sehen, wähle ihn mit Sorgfalt!"	"<size=36><b>Vuoi cambiare il tuo soprannome?</b></size>\n\nPuoi farlo solo una volta, poi tutti gli altri Allenatori potranno vederlo, quindi scegli con calma!"
"codename_already_yours"	"That's already your name!"	"現在使っているニックネームです"	"Tu as déjà choisi ce nom."	"Ese ya es tu apodo."	"Du heißt bereits so!"	"Questo è già il tuo soprannome!"
"codename_are_you_sure"	"<size=36><b>Are you sure you want to be called {0}?</b></size>\n\nYou can only change your nickname once."	"<size=36><b>{0} に変更してもいいですか？</b></size>\n\nニックネームを変更できるのは１回だけです。"	"<size=36><b>Tu confirmes « {0} » ?</b></size>\n\nTu ne peux changer qu’une seule fois de nom."	"<size=36> <b>¿Seguro que quieres que te llamen {0}?</b></size> \n\nSolo puedes cambiar tu apodo una vez."	"<size=36><b>Bist du sicher, dass du {0} genannt werden möchtest?
</b></size>\n\nDu kannst deinen Spitznamen nur ein Mal ändern."	"<size=36><b> Vuoi che il soprannome associato al tuo avatar sia {0}?</b></size>\n\nPuoi cambiarlo solo una volta."
"codename_reassign_success"	"You are now known as {0}."	"あなたのニックネームは {0} に変更されました。"	"Ton nom est désormais « {0} »."	"Ahora se te conoce como {0}."	"Jetzt heißt du {0}."	"Il tuo soprannome adesso è {0}."
"speed_modal_too_fast"	"You're going too fast!"	"移動速度が速いためプレイを制限しています"	"Tu vas trop vite !"	"¡Vas demasiado rápido!"	"Du bewegst dich zu schnell!"	"Stai andando troppo veloce!"
"speed_modal_slow_down"	"Pokémon GO should not be played while driving."	"安全のため、走行中のプレイは禁止です"	"Ne joue jamais à Pokémon GO en conduisant !"	"No debes jugar a Pokémon GO mientras conduces."	"<i>Pokémon GO</i> nicht beim Fahren spielen!"	"Non dovresti giocare a Pokémon GO se stai guidando."
"settings_change_nickname"	"Change Nickname"	"ニックネームを変更する"	"Changer de nom"	"Cambiar apodo"	"Spitznamen ändern"	"Cambia soprannome"
"pokemon_info_appraise"	"APPRAISE"	"ポケモンを調べてもらう"	"ÉVALUER"	"APPRAISE"	"BEWERTUNG"	"VALUTA"
"gym_sponsored"	"SPONSORED"	"SPONSORED"	"SPONSORISÉ"	"SPONSORED"	"GESPONSERT"	"SPONSORIZZATO"
"pgp_log_pokemon_hatched"	"{0} was hatched!"	"{0} がタマゴからかえった！"	"{0} a éclos."	"{0} was hatched!"	"{0} ist geschlüpft!"	"Dall'Uovo è nato {0}!"	""	""	""
"nearby_pokemon_poi_title"	"Nearby"	"ポケストップにいるポケモン"	"Proches"	"Nearby"	"In der Nähe"	"Dintorni"	""	""	""
"nearby_pokemon_grass_title"	"Sightings"	"かくれているポケモン"	"Pokémon aperçus"	"Sightings"	"Gesichtete Pokémon"	"Avvistamenti"	""	""	""
"nearby_pokemon_find_grass_info"	"Find these Pokémon in the wild!"	"探してみましょう"	"Trouve ces Pokémon à l’état sauvage."	"Find these Pokémon in the wild!"	"Suche diese wilden Pokémon!"	"Puoi trovare questi Pokémon allo stato selvatico!"	""	""	""
"nearby_pokemon_missing_poi"	"Nothing nearby. Try walking around!"	"この辺りにはいないようです"	"Il n’y a rien à proximité. Promène-toi un peu..."	"Nothing nearby. Try walking around!"	"Keine Pokémon in der Nähe. Laufe ein bisschen herum!"	"Non c'è nulla nei dintorni. Prova ad andare un po' in giro!"	""	""	""
"nearby_pokemon_missing_grass"	"No sightings yet."	"近くにはいないようです"	"Aucun Pokémon aperçu pour le moment."	"No sightings yet."	"Noch keine Pokémon gesichtet."	"Ancora nessun avvistamento!"	""	""	""
"nearby_pokemon_tracking_lost_title"	"The Pokémon fled!"	"見つかりませんでした"	"Ce Pokémon s’est enfui !"	"The Pokémon fled!"	"Das Pokémon ist geflohen!"	"Il tuo obiettivo è fuggito!"	""	""	""
"nearby_pokemon_tracking_lost"	"Check the nearby list for other Pokémon."	"他のポケモンを探してみましょう"	"Il se peut que d’autres Pokémon soient à proximité."	"Check the nearby list for other Pokémon."	"Versuche es mit einem anderen Pokémon auf der Liste „In der Nähe“."	"Consulta l'elenco dei Pokémon nei dintorni per altri Pokémon."	""	""	""
"nearby_pokemon_view_button"	"View"	"View"	"View"	"View"	"View"	"View"	""	""	""
"nearby_pokemon_clear_button"	"Clear"	"Clear"	"Clear"	"Clear"	"Clear"	"Clear"	""	""	""
